주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자,제공기관코드,제공기관명,주소,전체주소,시도
222-2-000003,화도 제4공영,공영,노외,경기도 남양주시 화도읍 마석로 12,경기도 남양주시 화도읍 창현리 469-1번지 일원(금마천 복개),55,1,요일제,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30.0,600.0,10.0,300.0,250.0,7000.0,70000.0,"현금,  신용카드","경차 60프로, 장애인 차량 50프로 할인남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",남양주도시공사 주차관리팀,031-560-1212,37.6519225,127.306647,,2017-04-18,B552094,남양주도시공사,,경기도 남양주시 화도읍 마석로 12,경기도
222-2-000004,퇴계원 제1공영,공영,노외,,"경기도 남양주시 퇴계원면,리 318-1",73,1,요일제,평일+토요일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30.0,600.0,10.0,300.0,0.0,7000.0,70000.0,"현금,  신용카드","경차 60프로, 장애인 차량 50프로 할인남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",퇴계원면새마을지도자협의회,,37.6493492,127.1446406,,2016-06-01,B552094,남양주도시공사,,"경기도 남양주시 퇴계원면,리 318-1",경기도
222-2-000005,양정 제2공영,공영,노외,,경기도 남양주시 일패동 269-1(양정동 군부대앞),150,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,남양주도시공사 주차관리팀,031-560-1212,37.6187825,127.1979176,,2017-04-18,B552094,남양주도시공사,,경기도 남양주시 일패동 269-1(양정동 군부대앞),경기도
222-2-000006,진건 제1공영,공영,노외,경기도 남양주시 진건읍 사릉로 439-2,"경기도 남양주시 진건읍 용정리 800-6 ,사능리654-6(화성아파트 뒤)",18,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,남양주도시공사 주차관리팀,031-560-1212,37.6576462,127.1759127,,2017-04-18,B552094,남양주도시공사,,경기도 남양주시 진건읍 사릉로 439-2,경기도
222-2-000007,호평 제1공영,공영,노외,,경기도 남양주시 호평동 350번지(천마산 입구),63,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,남양주도시공사 주차관리팀,031-560-1212,37.6704212,127.2519129,,2017-04-18,B552094,남양주도시공사,,경기도 남양주시 호평동 350번지(천마산 입구),경기도
222-2-000008,진접 제1공영,공영,노외,,경기도 남양주시 진접읍 팔야리 778-4(광릉숯불고기 옆),120,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,남양주도시공사 주차관리팀,031-560-1212,37.7448688,127.2084008,,2017-04-18,B552094,남양주도시공사,,경기도 남양주시 진접읍 팔야리 778-4(광릉숯불고기 옆),경기도
115-2-000001,개화산역,공영,노외,서울특별시 강서구 방화동 845,서울특별시 강서구 방화동 845,322,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5.0,170.0,,,,,,,,서울시설공단,02-2290-6064,37.5721961,126.8029701,,2021-07-30,B553774,서울시설공단,,서울특별시 강서구 방화동 845,서울특별시
102-1-000017,삼각지역,공영,노상,서울특별시 용산구 한강로1가 138,서울특별시 용산구 한강로1가 138,12,2,미시행,평일+토요일,11:30,21:30,11:30,17:30,00:00,00:00,혼합,5.0,250.0,5.0,250.0,,,,현금+신용카드,경차+저공해자동차 50프로 할인+장애인 및 국가유공자 차량 80프로 할인+일요일+공휴일 무료개방,용산구시설관리공단,02-749-5314,37.53349759,126.973586,N,2024-11-20,3020000,서울특별시 용산구,,서울특별시 용산구 한강로1가 138,서울특별시
102-1-000018,한강쇼핑,공영,노상,,서울특별시 용산구 이촌동 301-5,15,2,미시행,평일+토요일,10:00,20:00,10:00,16:00,00:00,00:00,혼합,5.0,250.0,5.0,250.0,,,,현금+신용카드,경차+저공해자동차 50프로 할인+장애인 및 국가유공자 차량 80프로 할인+일요일+공휴일 무료개방,용산구시설관리공단,02-749-5314,37.51837375,126.9791209,N,2024-11-20,3020000,서울특별시 용산구,,서울특별시 용산구 이촌동 301-5,서울특별시
102-1-000019,이태원1동,공영,노상,,서울특별시 용산구 이태원동 22-36,9,2,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5.0,250.0,5.0,250.0,,,,현금+신용카드,경차+저공해자동차 50프로 할인+장애인 및 국가유공자 차량 80프로 할인+일요일+공휴일 무료개방,용산구시설관리공단,02-749-5314,37.53088001,126.9957211,N,2024-11-20,3020000,서울특별시 용산구,,서울특별시 용산구 이태원동 22-36,서울특별시
102-1-000020,한강로2가동,공영,노상,,서울특별시 용산구 한강로2가 412,14,2,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5.0,250.0,5.0,250.0,,,,현금+신용카드,경차+저공해자동차 50프로 할인+장애인 및 국가유공자 차량 80프로 할인+일요일+공휴일 무료개방,용산구시설관리공단,02-749-5314,37.53023598,126.969191,N,2024-11-20,3020000,서울특별시 용산구,,서울특별시 용산구 한강로2가 412,서울특별시
102-1-000021,이촌로54길,공영,노상,,서울특별시 용산구 이촌동 302-31,23,2,미시행,평일+토요일,11:00,21:00,11:00,17:00,00:00,00:00,혼합,5.0,250.0,5.0,250.0,,,,현금+신용카드,경차+저공해자동차 50프로 할인+장애인 및 국가유공자 차량 80프로 할인+일요일+공휴일 무료개방,용산구시설관리공단,02-749-5314,37.52012404,126.9686741,N,2024-11-20,3020000,서울특별시 용산구,,서울특별시 용산구 이촌동 302-31,서울특별시
102-1-000022,이촌1동,공영,노상,,서울특별시 용산구 이촌동 301-244,12,2,미시행,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,혼합,5.0,250.0,2.0,1000.0,,,,현금+신용카드,경차+저공해자동차 50프로 할인+장애인 및 국가유공자 차량 80프로 할인,용산구시설관리공단,02-749-5315,37.52066695,126.9743019,N,2024-11-20,3020000,서울특별시 용산구,,서울특별시 용산구 이촌동 301-244,서울특별시
228-2-000018,풍덕천공영,공영,노외,경기도 용인시 수지구 풍덕천로171번길 9-2,경기도 용인시 수지구 풍덕천동 1199,250,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10.0,400.0,10.0,100.0,24.0,4000.0,40000.0,신용카드,,경기도 용인시 용인도시공사(위탁),031-338-6581,37.32708332,127.0997294,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 수지구 풍덕천로171번길 9-2,경기도
228-2-000055,유방공영,공영,노외,,경기도 용인시 처인구 유방동 287,88,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 처인구청,031-6193-5392,37.25977459,127.2166797,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 유방동 287,경기도
228-2-000056,김량장 공영,공영,노외,,경기도 용인시 처인구 김량장동 505-1,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 처인구청,031-6193-5392,37.2325411,127.1984058,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 김량장동 505-1,경기도
228-2-000057,역북어린이공원,공영,노외,,경기도 용인시 처인구 역북동 725-1,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 처인구청,031-6193-5392,37.23438457,127.190069,Y,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 역북동 725-1,경기도
228-2-000058,전대에버랜드역,공영,노외,경기도 용인시 처인구 포곡읍 에버랜드로 143,경기도 용인시 처인구 포곡읍 전대리 192-38,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 처인구청,031-6193-5392,37.2855461,127.2196457,Y,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 포곡읍 에버랜드로 143,경기도
228-2-000059,마평동 공영(1),공영,노외,,경기도 용인시 처인구 마평동 735-12,17,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 처인구청,031-6193-5392,37.23436625,127.2113022,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 마평동 735-12,경기도
228-2-000061,영덕동 공영,공영,노외,,경기도 용인시 기흥구 영덕동 937-1,26,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 기흥구청,031-6193-6299,37.2677109,127.0754749,Y,2024-11-11,4050000,경기도 용인시,,경기도 용인시 기흥구 영덕동 937-1,경기도
228-2-000009,금학공영,공영,노외,경기도 용인시 처인구 용문로 140,경기도 용인시 처인구 김량장동 6193-8,132,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10.0,600.0,10.0,300.0,24.0,9000.0,80000.0,신용카드+하이패스,,경기도 용인시 용인도시공사(위탁),031-338-6581,37.23613047,127.201254,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 용문로 140,경기도
228-2-000010,중앙공영,공영,노외,경기도 용인시 처인구 백옥대로 1103,경기도 용인시 처인구 김량장동 80-2,328,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10.0,600.0,10.0,300.0,24.0,9000.0,80000.0,신용카드,,경기도 용인시 용인도시공사(위탁),031-338-6581,37.23409332,127.208483,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 백옥대로 1103,경기도
228-2-000011,전통시장 제1공영,공영,노외,경기도 용인시 처인구 금령로71번길 12-29,경기도 용인시 처인구 김량장동 254-3,94,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,600.0,10.0,300.0,24.0,9000.0,80000.0,현금+신용카드,최초 10분 이후 30분까지 600원,경기도 용인시청 일자리정책과,031-6193-3841,37.23663279,127.2052506,Y,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 금령로71번길 12-29,경기도
228-2-000012,전통시장 제2공영,공영,노외,경기도 용인시 처인구 금령로107번길 13,경기도 용인시 처인구 김량장동 137-1,97,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,600.0,10.0,300.0,24.0,9000.0,80000.0,현금+신용카드,최초 10분 이후 30분까지 600원,경기도 용인시청 일자리정책과,031-6193-3841,37.23671447,127.2078585,Y,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 금령로107번길 13,경기도
228-2-000013,보정1공영,공영,노외,,경기도 용인시 기흥구 보정동 1180,53,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10.0,500.0,10.0,200.0,24.0,7000.0,,신용카드,,경기도 용인시 용인도시공사(위탁),031-338-6581,37.32340738,127.1105839,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 기흥구 보정동 1180,경기도
228-2-000014,상갈공영,공영,노외,경기도 용인시 기흥구 금화로105번길 3,경기도 용인시 기흥구 상갈동 475,185,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10.0,400.0,10.0,100.0,24.0,4000.0,40000.0,신용카드+하이패스,,경기도 용인시 용인도시공사(위탁),031-338-6581,37.26584933,127.106739,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 기흥구 금화로105번길 3,경기도
228-2-000015,수지노외,공영,노외,,경기도 용인시 수지구 풍덕천동 1080-17,22,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10.0,500.0,10.0,200.0,24.0,7000.0,,신용카드,,경기도 용인시 용인도시공사(위탁),031-338-6581,37.32161769,127.0942639,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 수지구 풍덕천동 1080-17,경기도
228-2-000016,신갈 제1공영,공영,노외,경기도 용인시 기흥구 갈천로7번길 69,경기도 용인시 기흥구 신갈동 69-11,117,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10.0,600.0,10.0,300.0,24.0,9000.0,80000.0,신용카드+하이패스,,경기도 용인시 용인도시공사(위탁),031-338-6581,37.2708642,127.1068933,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 기흥구 갈천로7번길 69,경기도
228-2-000017,신갈 제2공영,공영,노외,,경기도 용인시 기흥구 신갈동 473-1,143,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10.0,600.0,10.0,300.0,24.0,9000.0,80000.0,신용카드+하이패스,,경기도 용인시 용인도시공사(위탁),031-338-6581,37.27066223,127.1043196,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 기흥구 신갈동 473-1,경기도
228-1-000087,기흥역 주변 도로,공영,노상,,경기도 용인시 기흥구 구갈동 370-8,25,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 기흥구청,031-6193-6299,37.27800189,127.1159379,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 기흥구 구갈동 370-8,경기도
228-1-000088,구갈119안전센터 주변,공영,노상,경기도 용인시 기흥구 신구로64번길 5,경기도 용인시 기흥구 구갈동 398-3,44,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 기흥구청,031-6193-6299,37.27784711,127.1101044,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 기흥구 신구로64번길 5,경기도
228-1-000089,기흥중학교 주변,공영,노상,,경기도 용인시 기흥구 신갈동 82,56,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 기흥구청,031-6193-6299,37.27897365,127.1066696,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 기흥구 신갈동 82,경기도
228-1-000090,기흥구 맛깔촌 주변,공영,노상,경기도 용인시 기흥구 갈천로 76,경기도 용인시 기흥구 상갈동 284-9,41,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 기흥구청,031-6193-6299,37.27004414,127.1076186,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 기흥구 갈천로 76,경기도
228-1-000094,새천년로16번길 주변,공영,노상,경기도 용인시 기흥구 새천년로16번길 3-10,경기도 용인시 기흥구 신갈동 724,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 기흥구청,031-6193-6299,37.28859166,127.1115249,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 기흥구 새천년로16번길 3-10,경기도
228-1-000095,신갈중학교 주변,공영,노상,경기도 용인시 기흥구 신정로 79,경기도 용인시 기흥구 신갈동 86-2,19,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 기흥구청,031-6193-6299,37.27811538,127.1023417,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 기흥구 신정로 79,경기도
228-1-000097,이례장로교회 주변,공영,노상,,경기도 용인시 기흥구 상갈동 153-2,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 기흥구청,031-6193-6299,37.26704056,127.106382,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 기흥구 상갈동 153-2,경기도
228-1-000098,수원교회 인근,공영,노상,,경기도 용인시 기흥구 영덕동 1180,27,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 기흥구청,031-6193-6299,37.27004898,127.0815121,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 기흥구 영덕동 1180,경기도
228-1-000070,오성프라자 주변,공영,노상,,경기도 용인시 처인구 김량장동 382,44,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 처인구청,031-6193-5392,37.23595102,127.202335,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 김량장동 382,경기도
228-1-000071,용인고등학교 주변,공영,노상,,경기도 용인시 처인구 역북동 484,77,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 처인구청,031-6193-5392,37.23868637,127.1911339,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 역북동 484,경기도
228-1-000072,(구)용인교육청 앞,공영,노상,,경기도 용인시 처인구 김량장동 196-6,53,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 처인구청,031-6193-5392,37.2388321,127.2034081,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 김량장동 196-6,경기도
228-1-000073,처인구청 주변,공영,노상,,경기도 용인시 처인구 김량장동 383,60,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 처인구청,031-6193-5392,37.23390285,127.2022196,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 김량장동 383,경기도
228-1-000074,외대 진입로,공영,노상,,경기도 용인시 처인구 모현읍 왕산리 945-2,168,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 처인구청,031-6193-5392,37.33674389,127.2517873,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 모현읍 왕산리 945-2,경기도
228-1-000075,처인성로 주변,공영,노상,,경기도 용인시 처인구 남사면 봉무리 652-1,53,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 처인구청,031-6193-5392,37.11373368,127.1512434,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 남사면 봉무리 652-1,경기도
228-1-000076,고당로 주변,공영,노상,,경기도 용인시 처인구 원삼면 고당리 308-3,85,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,경기도 용인시 처인구청,031-6193-5392,37.16453038,127.3065958,,2024-11-11,4050000,경기도 용인시,,경기도 용인시 처인구 원삼면 고당리 308-3,경기도
123-1-000001,교통공원길,공영,노상,서울특별시 송파구 올림픽로 35다길,서울특별시 송파구 신천동 10-2,85,2,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5.0,250.0,5.0,250.0,0.0,0.0,0.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구 시설관리공단,02-2157-1093,37.516555,127.103568,,2021-02-18,3230000,서울특별시 송파구,,서울특별시 송파구 올림픽로 35다길,서울특별시
123-1-000002,봉상시길,공영,노상,서울특별시 송파구 올림픽로8길,서울특별시 송파구 잠실동177-8외15,52,3,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5.0,250.0,5.0,250.0,0.0,0.0,0.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구 시설관리공단,02-2147-3200,37.510249,127.078263,,2021-02-18,3230000,서울특별시 송파구,,서울특별시 송파구 올림픽로8길,서울특별시
123-1-000004,위례성길(방이습지),공영,노상,서울특별시 송파구,서울특별시 송파구 방이동 452-4 ∼ 452-12,47,3,요일제,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,5.0,150.0,0.0,0.0,0.0,0.0,80000.0,현금 카드,*버스:15면 주차*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구 시설관리공단,02-2157-1093,37.507892,127.137927,,2021-02-18,3230000,서울특별시 송파구,,서울특별시 송파구,서울특별시
123-1-000005,로데오길,공영,노상,서울특별시 송파구,"서울특별시 송파구 문정동 3-2, 가락동 107-18",52,3,요일제,평일+토요일+공휴일,12:00,21:00,12:00,21:00,12:00,21:00,유료,0.0,150.0,0.0,0.0,0.0,0.0,0.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구 시설관리공단,02-2157-1093,37.4900080278,127.1237651644,,2021-02-18,3230000,서울특별시 송파구,,서울특별시 송파구,서울특별시
233-2-000048,봉담동화,공영,노외,,경기도 화성시 봉담읍 동화리557-1,17,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,,,,,,경기도 화성시 주차교통과,031-5189-3130,37.22033838,126.9552000005,,2025-01-31,5530000,경기도 화성시,,경기도 화성시 봉담읍 동화리557-1,경기도
233-2-000049,비봉(비봉고앞),공영,노외,,경기도 화성시 비봉면 구포리1012,68,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,,,,,,경기도 화성시 주차교통과,031-5189-3130,37.23760149,126.8741517,,2025-01-31,5530000,경기도 화성시,,경기도 화성시 비봉면 구포리1012,경기도
233-2-000050,서신,공영,노외,,경기도 화성시 서신면 매화리367-1,51,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,,,,,,경기도 화성시 주차교통과,031-5189-3130,37.16902011,126.7037569,,2025-01-31,5530000,경기도 화성시,,경기도 화성시 서신면 매화리367-1,경기도
233-2-000051,사강,공영,노외,,경기도 화성시 송산면 사강리675,49,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,,,,,,경기도 화성시 주차교통과,031-5189-3130,37.21375257,126.7357193,,2025-01-31,5530000,경기도 화성시,,경기도 화성시 송산면 사강리675,경기도
233-2-000052,송산,공영,노외,경기도 화성시 송산면 사강시장길 15-23,경기도 화성시 송산면 사강리 687-8,46,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,,,,,,경기도 화성시 주차교통과,031-5189-3130,37.21461658,126.7335852,,2025-01-31,5530000,경기도 화성시,,경기도 화성시 송산면 사강시장길 15-23,경기도
233-2-000053,조암,공영,노외,,경기도 화성시 우정읍 조암리366-1,44,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,,,,,,경기도 화성시 주차교통과,031-5189-3130,37.08398539,126.814623,,2025-01-31,5530000,경기도 화성시,,경기도 화성시 우정읍 조암리366-1,경기도
233-2-000054,조암택지지구,공영,노외,경기도 화성시 우정읍 조암남로 58-1,경기도 화성시 우정읍 조암리 811,24,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,,,,,,경기도 화성시 주차교통과,031-5189-3130,37.08461535,126.8216062,,2025-01-31,5530000,경기도 화성시,,경기도 화성시 우정읍 조암남로 58-1,경기도
108-1-000004,큰마을길주차장,공영,노상,서울특별시 강북구 삼양로54길 125,서울특별시 강북구 미아동 309-63,41,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5.0,200.0,5.0,200.0,1440.0,10000.0,100000.0,카드+계좌이체,,강북구도시관리공단,02-944-3025,37.62359859,127.0248846,,2024-02-29,B551282,강북구도시관리공단,,서울특별시 강북구 삼양로54길 125,서울특별시
108-1-000003,나눔터길주차장,공영,노상,서울특별시 강북구 수유로 47,서울특별시 강북구 수유동 605-2,50,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5.0,200.0,5.0,200.0,1440.0,10000.0,100000.0,카드+계좌이체,,강북구도시관리공단,02-944-3025,37.635193,127.019186,,2024-02-29,B551282,강북구도시관리공단,,서울특별시 강북구 수유로 47,서울특별시
108-1-000002,가오천주차장,공영,노상,서울특별시 강북구 한천로150길 46,서울특별시 강북구 수유동 181-1,60,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5.0,200.0,5.0,200.0,1440.0,10000.0,100000.0,카드+계좌이체,,강북구도시관리공단,02-944-3025,37.64361484,127.025127,,2024-02-29,B551282,강북구도시관리공단,,서울특별시 강북구 한천로150길 46,서울특별시
108-1-000001,교육청길주차장,공영,노상,서울특별시 강북구 도봉로20가길 3,서울특별시 강북구 미아동 137-44,82,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5.0,200.0,5.0,200.0,1440.0,10000.0,100000.0,카드+계좌이체,,강북구도시관리공단,02-944-3025,37.61873574,127.0297173,,2024-02-29,B551282,강북구도시관리공단,,서울특별시 강북구 도봉로20가길 3,서울특별시
